#,Age,Age,Dataset
109,18.2,18.20124781166141,ABIDE_I
110,12.6,12.601285544290924,ABIDE_I
111,13.8,13.801611583312642,ABIDE_I
112,18.2,18.200822562189355,ABIDE_I
113,18.9,18.90076468942666,ABIDE_I
114,15.6,15.601037518165084,ABIDE_I
115,19.2,19.20116513628613,ABIDE_I
116,18.9,18.90076468942666,ABIDE_I
117,12.4,12.401302079365982,ABIDE_I
118,16.8,16.80093830771475,ABIDE_I
119,15.5,15.501045785702612,ABIDE_I
120,13.1,13.101669456075339,ABIDE_I
121,14,14.001595048237586,ABIDE_I
122,10.9,10.901426092428899,ABIDE_I
123,17.2,17.20133048703669,ABIDE_I
124,9.5,9.501967087426348,ABIDE_I
125,9.8,9.80151703534171,ABIDE_I
126,10.4,10.40146743011654,ABIDE_I
127,13.9,13.901178066303062,ABIDE_I
128,18.3,18.301239544123884,ABIDE_I
129,11.2,11.201401289816317,ABIDE_I
130,9.8,9.80151703534171,ABIDE_I
131,10.8,10.801434359966429,ABIDE_I
132,15.6,15.601037518165084,ABIDE_I
133,8.2,8.20164931594216,ABIDE_I
134,10.8,10.801434359966429,ABIDE_I
135,17.9,17.90084736480194,ABIDE_I
136,14.8,14.801528907937364,ABIDE_I
137,12.8,12.80126900921587,ABIDE_I
138,12.2,12.201318614441039,ABIDE_I
139,10.2,10.201483965191596,ABIDE_I
140,17.2,17.20133048703669,ABIDE_I
141,9.7,9.701950552351292,ABIDE_I
142,11.6,11.601793469138261,ABIDE_I
143,9.2,9.201566640566877,ABIDE_I
144,11.5,11.501376487203736,ABIDE_I
145,11.6,11.601368219666206,ABIDE_I
146,14.3,14.301570245625005,ABIDE_I
147,17.4,17.401313951961637,ABIDE_I
148,16.5,16.500963110327334,ABIDE_I
149,28.8,28.799946203211384,ABIDE_I
150,14.4,14.401136728615423,ABIDE_I
151,17.8,17.80085563233947,ABIDE_I
152,17.8,17.80085563233947,ABIDE_I
153,14,14.001169798765531,ABIDE_I
154,26.8,26.800111553961944,ABIDE_I
155,14.5,14.501128461077892,ABIDE_I
156,17.2,17.200905237564633,ABIDE_I
157,13.8,13.801611583312642,ABIDE_I
158,17.6,17.600872167414526,ABIDE_I
159,14.8,14.801103658465308,ABIDE_I
160,13.3,13.301227671528231,ABIDE_I
161,14.9,14.901095390927782,ABIDE_I
162,15.8,15.80102098309003,ABIDE_I
163,15.4,15.401054053240141,ABIDE_I
164,14.8,14.801103658465308,ABIDE_I
165,14.1,14.101161531228005,ABIDE_I
166,17.9,17.90084736480194,ABIDE_I
167,16.6,16.600954842789804,ABIDE_I
168,13.6,13.601202868915646,ABIDE_I
169,15.8,15.80102098309003,ABIDE_I
170,15.5,15.501045785702612,ABIDE_I
171,18.2806,18.28141589855411,ABIDE_I
172,18.7379,18.738678091104994,ABIDE_I
173,18.2615,18.262317477653777,ABIDE_I
174,16.104,16.104995849775946,ABIDE_I
175,13.8097,13.810885531889449,ABIDE_I
176,14.9432,14.944291819351568,ABIDE_I
177,15.0253,15.02638503170326,ABIDE_I
178,22.601,22.601458707862747,ABIDE_I
179,23.948,23.948347344132245,ABIDE_I
180,27.5975,27.59754562035016,ABIDE_I
181,26.8528,26.85290718870213,ABIDE_I
182,17.0705,17.071415944025734,ABIDE_I
183,24.9884,24.9886613286718,ABIDE_I
184,18.1383,18.139127663260012,ABIDE_I
185,27.3238,27.323868248600373,ABIDE_I
186,12.9391,12.940357509071168,ABIDE_I
187,10.4668,10.468261907401473,ABIDE_I
188,18.2177,18.21852109883521,ABIDE_I
189,21.0979,21.09848297721933,ABIDE_I
190,12.5257,12.526991687071309,ABIDE_I
191,29.9685,29.968349597035367,ABIDE_I
192,8.7721,8.773702017359962,ABIDE_I
193,18.8008,18.801572890823884,ABIDE_I
194,31.2827,31.282440945057175,ABIDE_I
195,16.0986,16.09959629622297,ABIDE_I
196,34.0534,34.05291187639489,ABIDE_I
197,26.1465,26.14666558231969,ABIDE_I
198,18.1547,18.15552630738385,ABIDE_I
199,14.412,14.413135736510917,ABIDE_I
200,16.3943,16.3952718491145,ABIDE_I
201,24.6543,24.654588950514682,ABIDE_I
202,28.3669,28.36688200991642,ABIDE_I
203,9.9548,9.956304237193617,ABIDE_I
204,34.0068,34.006315729067374,ABIDE_I
205,39.2526,39.25168203058373,ABIDE_I
206,19.7591,19.759793663011756,ABIDE_I
207,39.3949,39.393970265877826,ABIDE_I
208,28.5613,28.561265937823464,ABIDE_I
209,9.9165,9.91800740366049,ABIDE_I
210,25.0157,25.015959071634057,ABIDE_I
211,22.1081,22.108599458555222,ABIDE_I
212,22.4367,22.437172291426904,ABIDE_I
213,22.0479,22.048404435612813,ABIDE_I
214,15.92,15.921011062044995,ABIDE_I
215,12.75,12.751273142984633,ABIDE_I
216,9.75,9.751521169110475,ABIDE_I
217,8.67,8.67161045851578,ABIDE_I
218,14.42,14.421560324579964,ABIDE_I
219,10.67,10.671445107765216,ABIDE_I
220,14.25,14.251574379393766,ABIDE_I
221,13.75,13.751615717081407,ABIDE_I
222,12.25,12.251314480672272,ABIDE_I
223,9.25,9.251562506798113,ABIDE_I
224,13.33,13.33122519126697,ABIDE_I
225,10.83,10.831431879705171,ABIDE_I
226,13.92,13.921601662267609,ABIDE_I
227,7.66,7.661693960644811,ABIDE_I
228,11,11.001843074363428,ABIDE_I
229,9.66,9.661528609894248,ABIDE_I
230,17.83,17.83085315207821,ABIDE_I
231,13.92,13.921176412795555,ABIDE_I
232,16.66,16.661375131739344,ABIDE_I
233,16.66,16.66094988226729,ABIDE_I
234,11,11.001417824891373,ABIDE_I
235,15.75,15.751450366330847,ABIDE_I
236,14.17,14.171155743951735,ABIDE_I
237,10.92,10.921424438921399,ABIDE_I
238,14,14.001169798765531,ABIDE_I
239,8.42,8.422056376831648,ABIDE_I
240,15.25,15.251066454546432,ABIDE_I
241,12.33,12.331307866642252,ABIDE_I
242,28,28.000437592983662,ABIDE_I
243,21,21.000591071138572,ABIDE_I
244,27,27.00009501888689,ABIDE_I
245,27,27.00009501888689,ABIDE_I
246,25,25.00026036963745,ABIDE_I
247,20,20.001098995985906,ABIDE_I
248,21,21.000591071138572,ABIDE_I
249,21,21.000591071138572,ABIDE_I
250,33,32.999598966635205,ABIDE_I
251,31,30.999764317385768,ABIDE_I
252,40,39.999020239008246,ABIDE_I
253,25,25.00026036963745,ABIDE_I
254,30,30.000272242233102,ABIDE_I
255,23,23.00042572038801,ABIDE_I
256,24,24.000343045012727,ABIDE_I
257,23,23.00042572038801,ABIDE_I
258,22,22.00050839576329,ABIDE_I
259,21,21.000591071138572,ABIDE_I
260,22,22.00050839576329,ABIDE_I
261,22,22.00050839576329,ABIDE_I
262,28,28.00001234351161,ABIDE_I
263,21,21.000591071138572,ABIDE_I
264,18,18.00083909726441,ABIDE_I
265,29,28.99992966813633,ABIDE_I
266,22,22.00050839576329,ABIDE_I
267,22,22.00050839576329,ABIDE_I
268,25,25.00026036963745,ABIDE_I
269,27,27.00009501888689,ABIDE_I
270,13.8,13.801611583312642,ABIDE_I
271,13.8,13.801611583312642,ABIDE_I
272,15.1,15.101078855852723,ABIDE_I
273,14.2,14.201153263690477,ABIDE_I
274,16.6,16.600954842789804,ABIDE_I
275,13.9,13.901178066303062,ABIDE_I
276,15.6,15.601037518165084,ABIDE_I
277,12.3,12.301735596375565,ABIDE_I
278,16.2,16.200987912939915,ABIDE_I
279,12.4,12.401302079365982,ABIDE_I
280,14.7,14.701111926002838,ABIDE_I
281,16.6,16.600954842789804,ABIDE_I
282,14.3,14.301570245625005,ABIDE_I
283,13.6,13.601628118387694,ABIDE_I
284,12.2,12.201318614441039,ABIDE_I
285,12.8,12.80126900921587,ABIDE_I
286,15.2,15.201070588315197,ABIDE_I
287,12.4,12.401302079365982,ABIDE_I
288,14.2,14.201153263690477,ABIDE_I
289,16.9,16.90093004017722,ABIDE_I
290,12.77,12.771271489477126,ABIDE_I
291,10.84,10.841431052951421,ABIDE_I
292,10.64,10.641447588026477,ABIDE_I
293,11,11.001417824891373,ABIDE_I
294,9.3,9.301558373029351,ABIDE_I
295,8.39,8.391633607620854,ABIDE_I
296,9.73,9.731948072090038,ABIDE_I
297,9.41,9.411549278738072,ABIDE_I
298,9.82,9.821940631306258,ABIDE_I
299,9.3,9.301558373029351,ABIDE_I
300,10.18,10.181485618699103,ABIDE_I
301,10.4,10.401892679588595,ABIDE_I
302,8.07,8.072085313213002,ABIDE_I
303,10.37,10.371469910377797,ABIDE_I
304,8.75,8.751603844485754,ABIDE_I
305,10.82,10.821432706458925,ABIDE_I
306,10.25,10.25190508089489,ABIDE_I
307,9.31,9.311557546275601,ABIDE_I
308,8.83,8.832022479927783,ABIDE_I
309,11.09,11.0914103841076,ABIDE_I
310,8.43,8.431630300605843,ABIDE_I
311,11.85,11.851772800294441,ABIDE_I
312,12.76,12.761272316230881,ABIDE_I
313,9.97,9.971928229999964,ABIDE_I
314,10.79,10.791435186720182,ABIDE_I
315,8.46,8.461627820344589,ABIDE_I
316,9.73,9.731522822617983,ABIDE_I
317,9.97,9.971502980527912,ABIDE_I
318,9.71,9.711524476125486,ABIDE_I
319,8.87,8.872019172912768,ABIDE_I
320,11.17,11.171403770077575,ABIDE_I
321,12.43,12.431299599104722,ABIDE_I
322,8.04,8.042087793474256,ABIDE_I
323,8.26,8.262069604891696,ABIDE_I
324,8.5,8.502049762801626,ABIDE_I
325,8.52,8.522048109294122,ABIDE_I
326,8.9,8.902016692651515,ABIDE_I
327,10.86,10.861854648915966,ABIDE_I
328,11.56,11.561796776153273,ABIDE_I
329,11.56,11.561796776153273,ABIDE_I
330,12.1,12.10175213145062,ABIDE_I
331,12.44,12.44172402182302,ABIDE_I
332,13.22,13.221659535030305,ABIDE_I
333,13.25,13.251657054769048,ABIDE_I
334,14.06,14.061590087715068,ABIDE_I
335,14.18,14.181580166670038,ABIDE_I
336,14.38,14.381563631594979,ABIDE_I
337,14.42,14.421560324579964,ABIDE_I
338,15.95,15.951433831255791,ABIDE_I
339,17.31,17.31132139274541,ABIDE_I
340,21.58,21.58096836889296,ABIDE_I
341,22.11,22.110924550944063,ABIDE_I
342,22.76,22.76087081195013,ABIDE_I
343,22.74,22.740872465457638,ABIDE_I
344,27.03,27.030517788097686,ABIDE_I
345,27.76,27.76045743507373,ABIDE_I
346,29.13,29.130344169809593,ABIDE_I
347,7.26,7.261727030794919,ABIDE_I
348,10.52,10.521457509071507,ABIDE_I
349,18.59,18.590790318792997,ABIDE_I
350,23.65,23.650371981394077,ABIDE_I
351,31.78,31.77969983059305,ABIDE_I
352,8.15,8.15165344971092,ABIDE_I
353,7.29,7.291724550533662,ABIDE_I
354,10.69,10.691443454257708,ABIDE_I
355,11.91,11.91134259029987,ABIDE_I
356,12.49,12.491294638582206,ABIDE_I
357,12.81,12.811268182462117,ABIDE_I
358,14.2,14.201153263690477,ABIDE_I
359,16.93,16.93092755991596,ABIDE_I
360,17.3,17.30089697002711,ABIDE_I
361,6.47,6.471792344341392,ABIDE_I
362,7.19,7.191732818071191,ABIDE_I
363,8.01,8.011665024263461,ABIDE_I
364,8.82,8.821598057209485,ABIDE_I
365,8.88,8.88159309668697,ABIDE_I
366,8.93,8.931588962918205,ABIDE_I
367,9.23,9.23156416030562,ABIDE_I
368,9.81,9.81151620858796,ABIDE_I
369,10.46,10.461462469594025,ABIDE_I
370,10.52,10.521457509071507,ABIDE_I
371,10.73,10.7314401472427,ABIDE_I
372,10.76,10.76143766698144,ABIDE_I
373,11.03,11.031415344630116,ABIDE_I
374,11.32,11.321391368771284,ABIDE_I
375,11.69,11.69136077888243,ABIDE_I
376,12.1,12.101326881978565,ABIDE_I
377,12.23,12.23131613417978,ABIDE_I
378,13.18,13.181237592573261,ABIDE_I
379,13.583,13.584204274397026,ABIDE_I
380,13.628,13.629200554005138,ABIDE_I
381,13.72,13.721192947870612,ABIDE_I
382,14.36,14.361140035630433,ABIDE_I
383,14.425,14.426134661731039,ABIDE_I
384,14.653,14.654115811745474,ABIDE_I
385,14.66,14.66111523301785,ABIDE_I
386,15.27,15.271064801038925,ABIDE_I
387,15.284,15.285063643583673,ABIDE_I
388,15.42,15.421052399732636,ABIDE_I
389,15.53,15.53104330544135,ABIDE_I
390,15.71,15.711028423873804,ABIDE_I
391,16.13,16.130993700216184,ABIDE_I
392,16.28,16.280981298909893,ABIDE_I
393,16.55,16.55095897655857,ABIDE_I
394,19.228,19.22873757190357,ABIDE_I
395,22.38,22.380476979120683,ABIDE_I
396,22.48,22.480468711583157,ABIDE_I
397,22.76,22.76044556247808,ABIDE_I
398,25.34,25.340232260009856,ABIDE_I
399,28.203,28.202995560410425,ABIDE_I
400,29.02,29.01992801462882,ABIDE_I
401,30.724,30.723787135789344,ABIDE_I
402,10.19,10.19148479194535,ABIDE_I
403,10.74,10.741439320488947,ABIDE_I
404,11.92,11.92134176354612,ABIDE_I
405,12.07,12.071329362239826,ABIDE_I
406,12.67,12.671279757014657,ABIDE_I
407,14.79,14.791104485219062,ABIDE_I
408,16.31,16.310978818648636,ABIDE_I
409,16.55,16.55095897655857,ABIDE_I
410,16.88,16.880931693684722,ABIDE_I
411,17.7,17.700863899876992,ABIDE_I
412,19.13,19.130745674090345,ABIDE_I
413,19.73,19.73069606886518,ABIDE_I
414,24.83,24.830274424451247,ABIDE_I
415,12.04,12.04133184250108,ABIDE_I
416,16.83,16.830935827453487,ABIDE_I
417,13.75,13.751190467609353,ABIDE_I
418,12.66,12.661280583768407,ABIDE_I
419,13.25,13.251231805296994,ABIDE_I
420,12.66,12.661280583768407,ABIDE_I
421,19.5,19.500715084201488,ABIDE_I
422,15.75,15.751025116858793,ABIDE_I
423,15.91,15.911011888798749,ABIDE_I
424,14.91,14.911094564174027,ABIDE_I
425,20.02,20.020672093006347,ABIDE_I
426,20.04,20.04067043949884,ABIDE_I
427,20.3,20.300648943901265,ABIDE_I
428,20.56,20.56062744830369,ABIDE_I
429,22.77,22.770444735724325,ABIDE_I
430,23.08,23.080419106357986,ABIDE_I
431,23.35,23.350396784006662,ABIDE_I
432,26.17,26.170163639448372,ABIDE_I
433,30.08,30.079840378731024,ABIDE_I
434,30.78,30.77978250596833,ABIDE_I
435,21.15,21.150578669832278,ABIDE_I
436,12.81,12.811268182462117,ABIDE_I
437,7.7502,7.752311752798016,ABIDE_I
438,9.3149,9.31645714116626,ABIDE_I
439,10.6927,10.694143231034197,ABIDE_I
440,8.2656,8.267243892437541,ABIDE_I
441,9.1068,9.108799595383907,ABIDE_I
442,8.2464,8.248045479804748,ABIDE_I
443,8.3203,8.321939370094512,ABIDE_I
444,8.3313,8.332938460665385,ABIDE_I
445,8.9747,8.976710516800981,ABIDE_I
446,9.2081,9.209665970896339,ABIDE_I
447,8.9363,8.937888442063336,ABIDE_I
448,9.7201,9.721623641104198,ABIDE_I
449,10.2218,10.223707412340474,ABIDE_I
450,9.5202,9.521740167911716,ABIDE_I
451,12.3477,12.349006403288108,ABIDE_I
452,11.178,11.179403108674574,ABIDE_I
453,11.8816,11.882944938280527,ABIDE_I
454,12.4298,12.431099615639798,ABIDE_I
455,12.2546,12.255914100365548,ABIDE_I
456,12.3833,12.384603460044751,ABIDE_I
457,14.88,14.881097044435288,ABIDE_I
458,12.36,12.361305386380991,ABIDE_I
459,10.99,10.99141865164513,ABIDE_I
460,11.8,11.80135168459115,ABIDE_I
461,14.44,14.44113342160041,ABIDE_I
462,14.8,14.801103658465308,ABIDE_I
463,15.04,15.04108381637524,ABIDE_I
464,13.38,13.381221057498207,ABIDE_I
465,11.55,11.55137235343497,ABIDE_I
466,11.07,11.071412037615104,ABIDE_I
467,13.66,13.66119790839313,ABIDE_I
468,17.79,17.79085645909322,ABIDE_I
469,11.56,11.561371526681217,ABIDE_I
470,13.46,13.461639692940238,ABIDE_I
471,15.92,15.921011062044995,ABIDE_I
472,14.03,14.031167318504274,ABIDE_I
473,11.25,11.251822405519608,ABIDE_I
474,17.78,17.780857285846977,ABIDE_I
475,14.29,14.291145822906701,ABIDE_I
476,12.09,12.091327708732319,ABIDE_I
477,13.41,13.411218577236948,ABIDE_I
478,12.68,12.6812789302609,ABIDE_I
479,10.96,10.961421131906388,ABIDE_I
480,15.74,15.741025943612547,ABIDE_I
481,13.85,13.851182200071825,ABIDE_I
482,12.01,12.011334322762337,ABIDE_I
483,9.21,9.211565813813124,ABIDE_I
484,13.82,13.821609929805135,ABIDE_I
485,9.5,9.501541837954296,ABIDE_I
486,11.83,11.831349204329893,ABIDE_I
487,12.73,12.731700045964192,ABIDE_I
488,13,13.001677723612865,ABIDE_I
489,10.53,10.531456682317756,ABIDE_I
490,12.64,12.641707486747968,ABIDE_I
491,11.66,11.661363259143691,ABIDE_I
492,12.15,12.151322748209802,ABIDE_I
493,9.79,9.79151786209546,ABIDE_I
494,11.9,11.901343417053617,ABIDE_I
495,11.95,11.951339283284856,ABIDE_I
496,12.9,12.901260741678342,ABIDE_I
497,13.36,13.361222711005711,ABIDE_I
498,13.12,13.12124255309578,ABIDE_I
499,13.63,13.631200388654387,ABIDE_I
500,12.66,12.661280583768407,ABIDE_I
501,23,23.00042572038801,ABIDE_I
502,24,24.000343045012727,ABIDE_I
503,27,27.00009501888689,ABIDE_I
504,23,23.00042572038801,ABIDE_I
505,26,26.00017769426217,ABIDE_I
506,30,29.999846992761046,ABIDE_I
507,29,28.99992966813633,ABIDE_I
508,29,28.99992966813633,ABIDE_I
509,29,28.99992966813633,ABIDE_I
510,23,23.00042572038801,ABIDE_I
511,30,29.999846992761046,ABIDE_I
512,22,22.00050839576329,ABIDE_I
513,35,34.99943361588465,ABIDE_I
514,25,25.00026036963745,ABIDE_I
515,24,24.000343045012727,ABIDE_I
516,10,10.001500500266655,ABIDE_I
517,11,11.001417824891373,ABIDE_I
518,10,10.001500500266655,ABIDE_I
519,13,13.001252474140813,ABIDE_I
520,7,7.001748526392493,ABIDE_I
521,16,16.001004448014974,ABIDE_I
522,33,32.999598966635205,ABIDE_I
523,32,31.999681642010486,ABIDE_I
524,26,26.00017769426217,ABIDE_I
525,23,23.00042572038801,ABIDE_I
526,32,32.000106891482545,ABIDE_I
527,21,21.000591071138572,ABIDE_I
528,28,28.000437592983662,ABIDE_I
529,32,31.999681642010486,ABIDE_I
530,32,32.000106891482545,ABIDE_I
531,48,47.998358836006005,ABIDE_I
532,46,45.99894943622862,ABIDE_I
533,46,45.99852418675657,ABIDE_I
534,44.2,44.19867300243207,ABIDE_I
535,39.3,39.29907811177094,ABIDE_I
536,42.5,42.49881355057005,ABIDE_I
537,19.7,19.700698549126436,ABIDE_I
538,20,20.001098995985906,ABIDE_I
539,20.8,20.80103285568568,ABIDE_I
540,27.9,27.900020611049136,ABIDE_I
541,21.1,21.101008053073098,ABIDE_I
542,20.9,20.9005993386761,ABIDE_I
543,23.6,23.600376115162845,ABIDE_I
544,23.9,23.900351312550256,ABIDE_I
545,22,22.00050839576329,ABIDE_I
546,17,17.000921772639693,ABIDE_I
547,23.3,23.300400917775427,ABIDE_I
548,34.1,34.0995080237224,ABIDE_I
549,44.1,44.098681269969596,ABIDE_I
550,56.2,56.197680897928706,ABIDE_I
551,18.7,18.700781224501714,ABIDE_I
552,29.2,29.200338382533324,ABIDE_I
553,20,20.00067374651385,ABIDE_I
554,26,26.00017769426217,ABIDE_I
555,27,27.00009501888689,ABIDE_I
556,27,27.00009501888689,ABIDE_I
557,27,27.00009501888689,ABIDE_I
558,36,35.999350940509366,ABIDE_I
559,37,36.999268265134084,ABIDE_I
560,38,37.99918558975881,ABIDE_I
561,39,38.99910291438353,ABIDE_I
562,39,38.99910291438353,ABIDE_I
563,41,40.998937563632964,ABIDE_I
564,34,33.99951629125992,ABIDE_I
565,37,36.999268265134084,ABIDE_I
566,36,35.999350940509366,ABIDE_I
567,42,41.99885488825768,ABIDE_I
568,23,23.00042572038801,beijingEn
569,21,21.000591071138572,beijingEn
570,19,19.001181671361184,beijingEn
571,26,26.000602943734222,beijingEn
572,22,22.00050839576329,beijingEn
573,19,19.001181671361184,beijingEn
574,19,19.000756421889132,beijingEn
575,21,21.000591071138572,beijingEn
576,23,23.00042572038801,beijingEn
577,22,22.00050839576329,beijingEn
578,19,19.000756421889132,beijingEn
579,20,20.001098995985906,beijingEn
580,20,20.00067374651385,beijingEn
581,20,20.001098995985906,beijingEn
582,18,18.00083909726441,beijingEn
583,20,20.001098995985906,beijingEn
584,18,18.00083909726441,beijingEn
585,23,23.00042572038801,beijingEn
586,22,22.00050839576329,beijingEn
587,22,22.00050839576329,beijingEn
588,22,22.00050839576329,beijingEn
589,22,22.00050839576329,beijingEn
590,21,21.001016320610628,beijingEn
591,23,23.00042572038801,beijingEn
592,22,22.000933645235346,beijingEn
593,23,23.000850969860064,beijingEn
594,24,24.000768294484782,beijingEn
595,19,19.001181671361184,beijingEn
596,18,18.001264346736466,beijingEn
597,22,22.00050839576329,beijingEn
598,24,24.000768294484782,beijingEn
599,20,20.00067374651385,beijingEn
600,24,24.000343045012727,beijingEn
601,19,19.001181671361184,beijingEn
602,21,21.001016320610628,beijingEn
603,25,25.00026036963745,beijingEn
604,21,21.000591071138572,beijingEn
605,18,18.001264346736466,beijingEn
606,21,21.001016320610628,beijingEn
607,20,20.001098995985906,beijingEn
608,23,23.000850969860064,beijingEn
609,25,25.000685619109504,beijingEn
610,20,20.00067374651385,beijingEn
611,17,17.000921772639693,beijingEn
612,22,22.000933645235346,beijingEn
613,20,20.00067374651385,beijingEn
614,24,24.000343045012727,beijingEn
615,21,21.000591071138572,beijingEn
616,21,21.001016320610628,beijingEn
617,23,23.000850969860064,beijingEn
618,19,19.001181671361184,beijingEn
619,20,20.001098995985906,beijingEn
620,21,21.000591071138572,beijingEn
621,19,19.000756421889132,beijingEn
622,20,20.001098995985906,beijingEn
623,18,18.001264346736466,beijingEn
624,24,24.000768294484782,beijingEn
625,21,21.000591071138572,beijingEn
626,19,19.001181671361184,beijingEn
627,19,19.000756421889132,beijingEn
628,20,20.001098995985906,beijingEn
629,21,21.000591071138572,beijingEn
630,24,24.000768294484782,beijingEn
631,24,24.000343045012727,beijingEn
632,19,19.000756421889132,beijingEn
633,21,21.001016320610628,beijingEn
634,21,21.001016320610628,beijingEn
635,20,20.001098995985906,beijingEn
636,24,24.000768294484782,beijingEn
637,21,21.001016320610628,beijingEn
638,23,23.000850969860064,beijingEn
639,22,22.00050839576329,beijingEn
640,24,24.000343045012727,beijingEn
641,21,21.001016320610628,beijingEn
642,21,21.001016320610628,beijingEn
643,28,28.000437592983662,beijingEn
644,19,19.001181671361184,beijingEn
645,21,21.001016320610628,beijingEn
646,20,20.00067374651385,beijingEn
647,22,22.00050839576329,beijingEn
648,20,20.001098995985906,beijingEn
649,21,21.000591071138572,beijingEn
650,21,21.001016320610628,beijingEn
651,23,23.000850969860064,beijingEn
652,20,20.00067374651385,beijingEn
653,23,23.000850969860064,beijingEn
654,21,21.000591071138572,beijingEn
655,22,22.000933645235346,beijingEn
656,20,20.001098995985906,beijingEn
657,19,19.000756421889132,beijingEn
658,20,20.00067374651385,beijingEn
